point_id,M,scenario,t,m,boundary_lo,boundary_hi,delta_m,slope
P1_old_full_opt,1,summer,0,0,0.0,0.5,0.5,0.010260080921187742
P1_old_full_opt,1,summer,1,0,0.0,0.5,0.5,0.008553849854605139
P1_old_full_opt,1,summer,2,0,0.0,0.5,0.5,0.007832462425572562
P1_old_full_opt,1,summer,3,0,0.0,0.5,0.5,0.007394444257553562
P1_old_full_opt,1,summer,4,0,0.0,0.5,0.5,0.007133248018636129
P1_old_full_opt,1,summer,5,0,0.0,0.5,0.5,0.0071144297970601456
P1_old_full_opt,1,summer,6,0,0.0,0.5,0.5,0.007389050666888386
P1_old_full_opt,1,summer,7,0,0.0,0.5,0.5,0.00827546367015003
P1_old_full_opt,1,summer,8,0,0.0,0.5,0.5,0.00969866104306269
P1_old_full_opt,1,summer,9,0,0.0,0.5,0.5,0.011574914655661905
P1_old_full_opt,1,summer,10,0,0.0,0.5,0.5,0.012642937936047649
P1_old_full_opt,1,summer,11,0,0.0,0.5,0.5,0.012981713001013029
P1_old_full_opt,1,summer,12,0,0.0,0.5,0.5,0.012840876969274384
P1_old_full_opt,1,summer,13,0,0.0,0.5,0.5,0.012288337260249249
P1_old_full_opt,1,summer,14,0,0.0,0.5,0.5,0.013189064752784141
P1_old_full_opt,1,summer,15,0,0.0,0.5,0.5,0.013654495428408242
P1_old_full_opt,1,summer,16,0,0.0,0.5,0.5,0.013909931017253019
P1_old_full_opt,1,summer,17,0,0.0,0.5,0.5,0.014361643024717985
P1_old_full_opt,1,summer,18,0,0.0,0.5,0.5,0.014317828398044963
P1_old_full_opt,1,summer,19,0,0.0,0.5,0.5,0.014169020083403983
P1_old_full_opt,1,summer,20,0,0.0,0.5,0.5,0.013985541746807661
P1_old_full_opt,1,summer,21,0,0.0,0.5,0.5,0.013304471039154386
P1_old_full_opt,1,summer,22,0,0.0,0.5,0.5,0.0121799552857641
P1_old_full_opt,1,summer,23,0,0.0,0.5,0.5,0.011176685501030736
P1_old_full_opt,1,winter,0,0,0.0,0.5,0.5,0.011190776067164732
P1_old_full_opt,1,winter,1,0,0.0,0.5,0.5,0.009737454039745047
P1_old_full_opt,1,winter,2,0,0.0,0.5,0.5,0.009030838094053889
P1_old_full_opt,1,winter,3,0,0.0,0.5,0.5,0.008627691849671881
P1_old_full_opt,1,winter,4,0,0.0,0.5,0.5,0.008463684763274554
P1_old_full_opt,1,winter,5,0,0.0,0.5,0.5,0.008614012611244615
P1_old_full_opt,1,winter,6,0,0.0,0.5,0.5,0.009146370745574117
P1_old_full_opt,1,winter,7,0,0.0,0.5,0.5,0.010285179566191488
P1_old_full_opt,1,winter,8,0,0.0,0.5,0.5,0.012094485047875914
P1_old_full_opt,1,winter,9,0,0.0,0.5,0.5,0.014268197922683523
P1_old_full_opt,1,winter,10,0,0.0,0.5,0.5,0.014423019807208615
P1_old_full_opt,1,winter,11,0,0.0,0.5,0.5,0.013837289160212596
P1_old_full_opt,1,winter,12,0,0.0,0.5,0.5,0.012950077150813477
P1_old_full_opt,1,winter,13,0,0.0,0.5,0.5,0.011648545659167509
P1_old_full_opt,1,winter,14,0,0.0,0.5,0.5,0.012408283747615878
P1_old_full_opt,1,winter,15,0,0.0,0.5,0.5,0.012812162563206164
