power_factor,bus,scenario,t,lhs,q_e_sum,path_len
0.850241,1,summer,0,0.0013531742165690218,4.003723762384834,1
0.850241,2,summer,0,0.007923122251039097,7.6287270534760445,2
0.850241,3,summer,0,0.011698403163812298,10.396494769929841,3
0.850241,4,summer,0,0.01545271685128003,13.020772853964644,4
0.850241,5,summer,0,0.023398584823556567,15.586797182673124,5
0.850241,6,summer,0,0.024031403477287862,16.46498328467864,6
0.850241,7,summer,0,0.025965218086659875,17.168753432492384,7
0.850241,8,summer,0,0.02809602040590882,17.701805061439625,8
0.850241,9,summer,0,0.03012147298593601,18.19863993491375,9
0.850241,10,summer,0,0.030477408381832306,18.659631674187544,10
0.850241,11,summer,0,0.03108078791749464,19.06963949480676,11
0.850241,12,summer,0,0.03310603246899105,19.420106361400634,12
0.850241,13,summer,0,0.03372705252897855,19.709643618120886,13
0.850241,14,summer,0,0.03408646648789902,19.862862637138562,14
0.850241,15,summer,0,0.03448996450471212,19.99889028355411,15
0.850241,16,summer,0,0.03501312393998354,20.100865150501427,16
0.850241,17,summer,0,0.035211113469558436,20.16868746353468,17
0.850241,18,summer,0,0.0015172040241196467,4.275788538147707,2
0.850241,19,summer,0,0.0026466887349884255,4.479934200039176,3
0.850241,20,summer,0,0.0028518528010095454,4.6156617706271525,4
0.850241,21,summer,0,0.0030294949709638143,4.6835004370126425,5
0.850241,22,summer,0,0.009215504786403868,8.39729707748154,3
0.850241,23,summer,0,0.011506232709396848,9.07934832772284,4
0.850241,24,summer,0,0.012652415547649634,9.419123379849648,5
0.850241,25,summer,0,0.024670950997314974,17.215077632622325,6
0.850241,26,summer,0,0.026408062671007364,18.799962765912817,7
0.850241,27,summer,0,0.03271837709221884,20.34116746135787,8
0.850241,28,summer,0,0.03743370295958086,21.840777036105745,9
0.850241,29,summer,0,0.04018570632938426,23.216482989646405,10
0.850241,30,summer,0,0.04156293659950841,23.57380147073955,11
0.850241,31,summer,0,0.041855807892127936,23.81127477035846,12
0.850241,32,summer,0,0.04194772945157389,23.879080921001897,13
0.850241,1,summer,1,0.001237333822163982,3.660979321909581,1
0.850241,2,summer,1,0.007242749246863297,6.975313412424901,2
0.850241,3,summer,1,0.010689883894728875,9.50610357402442,3
0.850241,4,summer,1,0.014116193469426063,11.906024330788805,4
0.850241,5,summer,1,0.021364813437004575,14.25315875277583,5
0.850241,6,summer,1,0.02194154005345707,15.056917412797668,6
0.850241,7,summer,1,0.023703896766421376,15.701219174800547,7
0.850241,8,summer,1,0.025644654178110373,16.189151751309282,8
0.850241,9,summer,1,0.02748904715509928,16.644080859179255,9
0.850241,10,summer,1,0.027813097748029026,17.066318435217397,10
0.850241,11,summer,1,0.028362356252612502,17.441838681678227,11
0.850241,12,summer,1,0.030205581032516114,17.76280557258376,12
0.850241,13,summer,1,0.030770671465147992,18.028060917053423,13
0.850241,14,summer,1,0.03109766284249904,18.168435617342922,14
0.850241,15,summer,1,0.03146475580530083,18.293073829633336,15
0.850241,16,summer,1,0.031940675135104006,18.38651423671635,16
0.850241,17,summer,1,0.03212079255976052,18.448673654228443,17
0.850241,18,summer,1,0.0013875952885591776,3.9102687853386286,2
0.850241,19,summer,1,0.002422186440917397,4.097317374125897,3
0.850241,20,summer,1,0.0026101003896977794,4.221706201969057,4
0.850241,21,summer,1,0.002772801943546809,4.283879528409129,5
0.850241,22,summer,1,0.008424808475742139,7.679275259837454,3
0.850241,23,summer,1,0.010519648805048156,8.304078686419157,4
0.850241,24,summer,1,0.011567553250303512,8.615432357993738,5
0.850241,25,summer,1,0.0225248710251542,15.744046776157463,6
0.850241,26,summer,1,0.024108436075141664,17.195245308438032,7
0.850241,27,summer,1,0.029859971130043832,18.606516509213925,8
0.850241,28,summer,1,0.034155334494640366,19.98029674024516,9
0.850241,29,summer,1,0.03666117216355001,21.240947301746104,10
0.850241,30,summer,1,0.037914608490972536,21.568328031365652,11
0.850241,31,summer,1,0.03818113051344085,21.785965430470704,12
0.850241,32,summer,1,0.03826477999431679,21.84811137601846,13
0.850241,1,summer,2,0.0011878334905545598,3.5145195006361063,1
0.850241,2,summer,2,0.006952137283705078,6.696120494155457,2
0.850241,3,summer,2,0.010259339734115332,9.125651142892183,3
0.850241,4,summer,2,0.013545875504065429,11.429685667801547,4
0.850241,5,summer,2,0.02049755158991154,13.683242253081223,5
0.850241,6,summer,2,0.021050422850041287,14.45515409269229,6
0.850241,7,summer,2,0.022739863503369526,15.073999599994083,7
0.850241,8,summer,2,0.024599866716705367,15.542622896841118,8
0.850241,9,summer,2,0.026367348034403083,15.979609182888257,9
0.850241,10,summer,2,0.02667785839287836,16.385245758420098,10
0.850241,11,summer,2,0.027204137973142334,16.745993832539178,11
0.850241,12,summer,2,0.02897010164042501,17.05432613733616,12
0.850241,13,summer,2,0.02951145878681228,17.30917642659111,13
0.850241,14,summer,2,0.029824695106244012,17.444046885221656,14
0.850241,15,summer,2,0.030176343820186094,17.563803503102957,15
0.850241,16,summer,2,0.03063222463168591,17.65358575229004,16
0.850241,17,summer,2,0.030804760636487273,17.713317064506253,17
0.850241,18,summer,2,0.0013321955334797812,3.754046758678967,2
0.850241,19,summer,2,0.002326131804554577,3.9337674298823497,3
0.850241,20,summer,2,0.0025066561002074746,4.053294811034305,4
0.850241,21,summer,2,0.0026629576060667823,4.113039034115403,5
0.850241,22,summer,2,0.008087032421205407,7.3724048336419035,3
0.850241,23,summer,2,0.010098148720702563,7.972678897744956,4
0.850241,24,summer,2,0.011104063292958925,8.271849118192028,5
0.850241,25,summer,2,0.021609817973183496,15.115305851408197,6
0.850241,26,summer,2,0.023128056336926786,16.509264000120123,7
0.850241,27,summer,2,0.02864191663785673,17.864897724300736,8
0.850241,28,summer,2,0.032758793880793544,19.184762500487444,9
0.850241,29,summer,2,0.03516007317146715,20.396091574811724,10
0.850241,30,summer,2,0.03636096418507317,20.71064193841205,11
0.850241,31,summer,2,0.036616303502030365,20.91977467602283,12
0.850241,32,summer,2,0.03669644240932002,20.97949358893369,13
0.850241,1,summer,3,0.001157623337404304,3.425134773561094,1
0.850241,2,summer,3,0.006774811909143781,6.525734479497485,2
0.850241,3,summer,3,0.009996698336894214,8.89346745821335,3
0.850241,4,summer,3,0.013198043317745498,11.13897790598177,4
0.850241,5,summer,3,0.019968786941062588,13.335411043853796,5
0.850241,6,summer,3,0.0205071324519827,14.087874092396282,6
0.850241,7,summer,3,0.02215217474487743,14.691170496433125,7
0.850241,8,summer,3,0.02396302637366631,15.148000694280933,8
0.850241,9,summer,3,0.025683702037783487,15.574025892500275,9
0.850241,10,summer,3,0.025985973463899907,15.969518859644177,10
0.850241,11,summer,3,0.026498272095118992,16.321241122787093,11
0.850241,12,summer,3,0.02821723448062228,16.621854045186737,12
0.850241,13,summer,3,0.02874415565534769,16.870345578877377,13
0.850241,14,summer,3,0.02904902627833776,17.00185218352687,14
0.850241,15,summer,3,0.029391282045482428,17.118625230795836,15
0.850241,16,summer,3,0.029834976426511076,17.206171592887877,16
0.850241,17,summer,3,0.030002901685947214,17.264418600401427,17
0.850241,18,summer,3,0.0012983802600032733,3.65869534671255,2
0.850241,19,summer,3,0.0022674738901471442,3.8339372995078036,3
0.850241,20,summer,3,0.0024434828725322455,3.9504929650626015,4
0.850241,21,summer,3,0.002595873820526043,4.008752288579082,5
0.850241,22,summer,3,0.007880916615140048,7.185106827622976,3
0.850241,23,summer,3,0.009840930889036004,7.770391073886177,4
0.850241,24,summer,3,0.01082122086508838,8.062114389795296,5
0.850241,25,summer,3,0.021051944746803962,14.731540281173219,6
0.850241,26,summer,3,0.02253039777845206,16.090530957259908,7
0.850241,27,summer,3,0.027899526362112174,17.412175220070807,8
0.850241,28,summer,3,0.031907756603080914,18.699092184236747,9
0.850241,29,summer,3,0.03424540819713782,19.880274256540826,10
0.850241,30,summer,3,0.03541433389343081,20.18698320098898,11
0.850241,31,summer,3,0.0356628707669246,20.390917161807092,12
0.850241,32,summer,3,0.03574087422609033,20.449152402084476,13
0.850241,1,summer,4,0.0011395527643692904,3.371668204530806,1
0.850241,2,summer,4,0.006668755485537801,6.423818162692718,2
0.850241,3,summer,4,0.009839639785597308,8.754586528952363,3
0.850241,4,summer,4,0.012990067869288949,10.965088430354378,4
0.850241,5,summer,4,0.019652690426238816,13.127347862880487,5
0.850241,6,summer,4,0.02018235918273515,13.868172809290934,6
0.850241,7,summer,4,0.021800881058303266,14.462163581725843,7
0.850241,8,summer,4,0.023582380031984304,14.91193647400734,8
0.850241,9,summer,4,0.025275106575741675,15.331401342764718,9
0.850241,10,summer,4,0.02557245869788207,15.720822447049574,10
0.850241,11,summer,4,0.026076410019215242,16.067142072376836,11
0.850241,12,summer,4,0.02776731261269031,16.363134484394294,12
0.850241,13,summer,4,0.028285616229802447,16.60781936218484,13
0.850241,14,summer,4,0.028585493284195573,16.737312169216413,14
0.850241,15,summer,4,0.02892214234276165,16.852298991815488,15
0.850241,16,summer,4,0.029358562811430573,16.93850673372716,16
0.850241,17,summer,4,0.029523735943591936,16.995865007636496,17
0.850241,18,summer,4,0.0012781515441454348,3.601656551862604,2
0.850241,19,summer,4,0.002232374079502914,3.7742171621374236,3
0.850241,20,summer,4,0.002405680222767712,3.8889935352351164,4
0.850241,21,summer,4,0.002555730361832043,3.946363774629142,5
0.850241,22,summer,4,0.007757636666381529,7.073067037738484,3
0.850241,23,summer,4,0.009687081852528182,7.649377889088927,4
0.850241,24,summer,4,0.010652044881617402,7.936642651699118,5
0.850241,25,summer,4,0.020718457713068156,14.501970319186263,6
0.850241,26,summer,4,0.022173142890630014,15.840032623157128,7
0.850241,27,summer,4,0.02745581461462992,17.141333434290853,8
0.850241,28,summer,4,0.03139915865846278,18.408526657827135,9
0.850241,29,summer,4,0.03369881715867541,19.571659282592567,10
0.850241,30,summer,4,0.0348486596398717,19.873673796166642,11
0.850241,31,summer,4,0.03509313562378551,20.074495017085535,12
0.850241,32,summer,4,0.035169864286154456,20.131841893695018,13
0.850241,1,summer,5,0.0011382491934163253,3.36781124514122,1
0.850241,2,summer,5,0.006661105161542204,6.416466195935508,2
0.850241,3,summer,5,0.0098283111301313,8.744568000399607,3
0.850241,4,summer,5,0.01297506731878122,10.95254438051801,4
0.850241,5,summer,5,0.0196298932580009,13.112338442859855,5
0.850241,6,summer,5,0.020158936440074847,13.852323711097746,6
0.850241,7,summer,5,0.021775546224134704,14.445643045189549,7
0.850241,8,summer,5,0.02355492913873809,14.894906746522693,8
0.850241,9,summer,5,0.025245640880761807,15.31389825518454,9
0.850241,10,summer,5,0.025542638383980736,15.702881211868867,10
0.850241,11,summer,5,0.02604598798337048,16.048810984421642,11
0.850241,12,summer,5,0.02773486798224495,16.344469994337953,12
0.850241,13,summer,5,0.02825255046095178,16.588880182850612,13
0.850241,14,summer,5,0.028552067600018032,16.71822767389116,14
0.850241,15,summer,5,0.02888831254678662,16.8330855980059,15
0.850241,16,summer,5,0.029324208750148805,16.91919674212698,16
0.850241,17,summer,5,0.029489183519646984,16.976490879677808,17
0.850241,18,summer,5,0.0012766922442243951,3.5975418141992193,2
0.850241,19,summer,5,0.0022298417148736613,3.7699089353098088,3
0.850241,20,summer,5,0.002402952829957403,3.8845569076040665,4
0.850241,21,summer,5,0.002552834064627507,3.9418629868470854,5
0.850241,22,summer,5,0.007748743830777524,7.06498458394687,3
0.850241,23,summer,5,0.009675983816935834,7.640647921594967,4
0.850241,24,summer,5,0.010639841234821026,7.927590941340687,5
0.850241,25,summer,5,0.02069440661902012,14.485409064926113,6
0.850241,26,summer,5,0.022147378075772613,15.821961259746054,7
0.850241,27,summer,5,0.02742381626658856,17.121794164602132,8
0.850241,28,summer,5,0.03136248244651212,18.387564086286694,9
0.850241,29,summer,5,0.03365940205280107,19.549394142212297,10
0.850241,30,summer,5,0.03480786899494608,19.851069896338473,11
0.850241,31,summer,5,0.035052052270661084,20.05166648536533,12
0.850241,32,summer,5,0.035128689045778476,20.10894925190289,13
0.850241,1,summer,6,0.0011572506106861489,3.4240319629990243,1
0.850241,2,summer,6,0.006772624273631943,6.523632319840196,2
0.850241,3,summer,6,0.009993458490877218,8.89060285704356,3
0.850241,4,summer,6,0.013193752941247493,11.135391225126869,4
0.850241,5,summer,6,0.019962265640959213,13.331119525270944,5
0.850241,6,summer,6,0.020500432093017662,14.08334255888395,6
0.850241,7,summer,6,0.022144927091773115,14.686447059260907,7
0.850241,8,summer,6,0.02395517292543325,15.143131715505326,8
0.850241,9,summer,6,0.025675271741817787,15.569021628135214,9
0.850241,10,summer,6,0.02597744163422183,15.964389388811773,10
0.850241,11,summer,6,0.026489567974872577,16.31600024449514,11
0.850241,12,summer,6,0.028207951182030892,16.616517886646406,12
0.850241,13,summer,6,0.028734694477431523,16.864930926943558,13
0.850241,14,summer,6,0.02903946202312517,16.99639600725818,14
