point_id,M,scenario,t,m,boundary_lo,boundary_hi,delta_m,slope
P1_old_full_opt,1,summer,0,0,0.0,0.5,0.5,0.01026008092099967
P1_old_full_opt,1,summer,1,0,0.0,0.5,0.5,0.008553849854565504
P1_old_full_opt,1,summer,2,0,0.0,0.5,0.5,0.007832462425617193
P1_old_full_opt,1,summer,3,0,0.0,0.5,0.5,0.007394444257436794
P1_old_full_opt,1,summer,4,0,0.0,0.5,0.5,0.007133248018797056
P1_old_full_opt,1,summer,5,0,0.0,0.5,0.5,0.007114429797180827
P1_old_full_opt,1,summer,6,0,0.0,0.5,0.5,0.00738905066690318
P1_old_full_opt,1,summer,7,0,0.0,0.5,0.5,0.008275463670215394
P1_old_full_opt,1,summer,8,0,0.0,0.5,0.5,0.009698661043094359
P1_old_full_opt,1,summer,9,0,0.0,0.5,0.5,0.011574914655651802
P1_old_full_opt,1,summer,10,0,0.0,0.5,0.5,0.01264293793604615
P1_old_full_opt,1,summer,11,0,0.0,0.5,0.5,0.012981713001132988
P1_old_full_opt,1,summer,12,0,0.0,0.5,0.5,0.01284087696923375
P1_old_full_opt,1,summer,13,0,0.0,0.5,0.5,0.012288337260043969
P1_old_full_opt,1,summer,14,0,0.0,0.5,0.5,0.013189064752915258
P1_old_full_opt,1,summer,15,0,0.0,0.5,0.5,0.013654495428085
P1_old_full_opt,1,summer,16,0,0.0,0.5,0.5,0.013909931017297261
P1_old_full_opt,1,summer,17,0,0.0,0.5,0.5,0.014361643024791648
P1_old_full_opt,1,summer,18,0,0.0,0.5,0.5,0.014317828397798882
P1_old_full_opt,1,summer,19,0,0.0,0.5,0.5,0.014169020083281358
P1_old_full_opt,1,summer,20,0,0.0,0.5,0.5,0.013985541746498076
P1_old_full_opt,1,summer,21,0,0.0,0.5,0.5,0.013304471039080001
P1_old_full_opt,1,summer,22,0,0.0,0.5,0.5,0.012179955285750332
P1_old_full_opt,1,summer,23,0,0.0,0.5,0.5,0.011176685500907446
P1_old_full_opt,1,winter,0,0,0.0,0.5,0.5,0.011190776067144581
P1_old_full_opt,1,winter,1,0,0.0,0.5,0.5,0.009737454039770332
P1_old_full_opt,1,winter,2,0,0.0,0.5,0.5,0.009030838094174432
P1_old_full_opt,1,winter,3,0,0.0,0.5,0.5,0.00862769184989573
P1_old_full_opt,1,winter,4,0,0.0,0.5,0.5,0.008463684763147905
P1_old_full_opt,1,winter,5,0,0.0,0.5,0.5,0.008614012611362243
P1_old_full_opt,1,winter,6,0,0.0,0.5,0.5,0.009146370745607618
P1_old_full_opt,1,winter,7,0,0.0,0.5,0.5,0.010285179566208447
P1_old_full_opt,1,winter,8,0,0.0,0.5,0.5,0.012094485047496495
P1_old_full_opt,1,winter,9,0,0.0,0.5,0.5,0.014268197922539694
P1_old_full_opt,1,winter,10,0,0.0,0.5,0.5,0.014423019806871773
P1_old_full_opt,1,winter,11,0,0.0,0.5,0.5,0.013837289160157251
P1_old_full_opt,1,winter,12,0,0.0,0.5,0.5,0.012950077150972628
P1_old_full_opt,1,winter,13,0,0.0,0.5,0.5,0.011648545659089737
P1_old_full_opt,1,winter,14,0,0.0,0.5,0.5,0.012408283747173954
P1_old_full_opt,1,winter,15,0,0.0,0.5,0.5,0.012812162563387575
P1_old_full_opt,1,winter,16,0,0.0,0.5,0.5,0.013238093994476563
P1_old_full_opt,1,winter,17,0,0.0,0.5,0.5,0.01387214982117857
P1_old_full_opt,1,winter,18,0,0.0,0.5,0.5,0.013860528077094258
P1_old_full_opt,1,winter,19,0,0.0,0.5,0.5,0.013518370924515355
P1_old_full_opt,1,winter,20,0,0.0,0.5,0.5,0.012967331661582093
P1_old_full_opt,1,winter,21,0,0.0,0.5,0.5,0.012217018267558999
P1_old_full_opt,1,winter,22,0,0.0,0.5,0.5,0.01144762279623085
P1_old_full_opt,1,winter,23,0,0.0,0.5,0.5,0.01119641293102036
P1_old_full_opt,1,shoulder,0,0,0.0,0.5,0.5,0.008745423370509542
P1_old_full_opt,1,shoulder,1,0,0.0,0.5,0.5,0.007281250546915918
P1_old_full_opt,1,shoulder,2,0,0.0,0.5,0.5,0.00668008311957885
P1_old_full_opt,1,shoulder,3,0,0.0,0.5,0.5,0.006359773193926582
P1_old_full_opt,1,shoulder,4,0,0.0,0.5,0.5,0.006224007704269702
P1_old_full_opt,1,shoulder,5,0,0.0,0.5,0.5,0.0063411258060087905
P1_old_full_opt,1,shoulder,6,0,0.0,0.5,0.5,0.006787122726494621
P1_old_full_opt,1,shoulder,7,0,0.0,0.5,0.5,0.0076618546153115474
P1_old_full_opt,1,shoulder,8,0,0.0,0.5,0.5,0.008775566681137853
P1_old_full_opt,1,shoulder,9,0,0.0,0.5,0.5,0.00982341483214716
P1_old_full_opt,1,shoulder,10,0,0.0,0.5,0.5,0.009859488357151586
P1_old_full_opt,1,shoulder,11,0,0.0,0.5,0.5,0.009543663041159167
P1_old_full_opt,1,shoulder,12,0,0.0,0.5,0.5,0.008975877016346195
P1_old_full_opt,1,shoulder,13,0,0.0,0.5,0.5,0.008177425312347969
P1_old_full_opt,1,shoulder,14,0,0.0,0.5,0.5,0.009025340406118187
P1_old_full_opt,1,shoulder,15,0,0.0,0.5,0.5,0.009529837455153484
